签单日期,销售合同号,客户,物料名称,规格型号,物料编码,"销售
单位","销售
数量",单价,价税合计,价税合计（本位币）,销售员,备注
2023/1/3,XR43M2301001,福建圣农食品（浦城）有限公司,SRMTEC冷冻油,S019 208L/桶,600677,升,2080,46,95680,95680,张孝闽,
2023/1/4,XR43W2301003,福建圣农发展股份有限公司,氨气主机（深圳）,MIC-2000-32,10990230,台,3,5000,15000,15000,张孝闽,
2023/1/4,XR43W2301003,福建圣农发展股份有限公司,探头（深圳）,MIC-300-NH3,10990231,台,6,3500,21000,21000,张孝闽,
2023/1/4,XR43W2301002,福建圣农发展股份有限公司,氨气主机（深圳）,MIC-2000-32,10990230,台,3,5000,15000,15000,张孝闽,
2023/1/4,XR43W2301002,福建圣农发展股份有限公司,探头（深圳）,MIC-300-NH3,10990231,台,6,3500,21000,21000,张孝闽,
2023/1/4,XR43W2301001,福建圣农发展股份有限公司,氨气主机（深圳）,MIC-2000-32,10990230,台,3,5000,15000,15000,张孝闽,
2023/1/4,XR43W2301001,福建圣农发展股份有限公司,探头（深圳）,MIC-300-NH3,10990231,台,6,3500,21000,21000,张孝闽,
2023/1/4,XR43M2301002,福建圣农发展（浦城）有限公司,油过滤器滤芯,GTY4161-NJ-XR,01160080,件,10,800,8000,8000,张孝闽,
2023/1/9,XR43W2301006,福建圣农食品（浦城）有限公司,电缆线,YZ3×2.5+1×1.5(棕+黑+灰+黄绿),03240847,米,60,11.5,690,690,张孝闽,
2023/1/9,XR43M2301003,福建圣农食品有限公司,液位控制器,LB3 R717 40",01190046,件,1,13500,13500,13500,张孝闽,
2023/1/10,XR43M2301004,福建圣农发展（浦城）有限公司,油分滤芯,XRCFET-650/810,01160013,件,2,2124,4248,4248,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,氨气主机（深圳）,MIC-2000-32,10990230,台,1,6250,6250,6250,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,浪管,LNE-PA-Z(AD-34.5),03260127,米,18,0,0,,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,金属软管(雷诺尔),LNE-JSB-25,03260164,米,18,0,0,,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,浪管,LNE-PA-Z(AD-21.2),03260148,米,30,0,0,,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,水平弯通(鑫马),50×50 镀锌+厚1.2,03190104,个,132,0,0,,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,槽式桥架(鑫马),50×50 镀锌+厚1.2,03190241,米,660,0,0,,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,防爆声光报警灯,BBJ-1，电压24V，红色，LED信号灯90分贝,0119031214,件,45,0,0,,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,接线盒(TAYEE),B03601,03210045,个,44,0,0,,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,浪管,LNE-PA-Z(AD-34.5),03260127,米,132,0,0,,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,通讯中继模块(江苏精创电器),RCW-2,03220174,个,3,0,0,,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,浪管,LNE-PA-Z(AD-21.2),03260148,米,220,0,0,,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,电缆线(闳联),TRVV3×2.5,03240702,米,5000,0,0,,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,金属软管(雷诺尔),LNE-JSB-25,03260164,米,132,0,0,,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,网线带电源一体线无氧铜网线 复合300米,4芯0.5无氧铜＋2芯1.0无氧铜,0119031213,捆,16,0,0,,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,气体预处理在线监测系统,TH1000,19061559,件,10,5500,55000,55000,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,探头（深圳）,MIC-300-NH3,10990231,台,10,3290,32900,32900,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,氨气主机（深圳）,MIC-2000-32,10990230,台,1,6250,6250,6250,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,电缆线(闳联),RVV18×1.0,03240074,米,300,30,9000,9000,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,气体预处理在线监测系统,TH1000,19061559,件,20,5500,110000,110000,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,探头（深圳）,MIC-300-NH3,10990231,台,20,3290,65800,65800,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,氨气主机（深圳）,MIC-2000-32,10990230,台,1,6250,6250,6250,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,电缆线(闳联),RVV18×1.0,03240074,米,300,30,9000,9000,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,气体预处理在线监测系统,TH1000,19061559,件,14,5500,77000,77000,张孝闽,
2023/1/12,XR43W2301009,福建圣农食品有限公司,探头（深圳）,MIC-300-NH3,10990231,台,14,3290,46060,46060,张孝闽,
2023/1/30,XR43M2301005,圣农食品（政和）有限公司,SRMTEC冷冻油,S019 208L/桶,600677,升,208,46,9568,9568,张孝闽,
2023/1/31,XR43M2301006,福建圣农食品有限公司,油分滤芯,XRCFET-650/810,01160013,件,2,2124,4248,4248,张孝闽,
2023/1/31,XR43M2301006,福建圣农食品有限公司,丁晴橡胶管,140×180×8,05990289,件,4,330,1320,1320,张孝闽,
2023/1/31,XR43W2301008,圣农食品（政和）有限公司,电磁阀线圈,018F6701,01140086,件,0,#DIV/0!,0,,张孝闽,
2023/1/31,XR43W2301008,圣农食品（政和）有限公司,电磁阀,ICF 20-2-121,01140396,件,0,#DIV/0!,0,,张孝闽,
2023/1/31,XR43W2301008,圣农食品（政和）有限公司,电磁导阀,EVM(NC),01310016,件,0,#DIV/0!,0,,张孝闽,
2023/1/31,XR43W2301008,圣农食品（政和）有限公司,直通式过滤器（AMG）-耗存,FIA40-Y-D-STR 100,01150422,个,0,#DIV/0!,0,,张孝闽,
2023/1/31,XR43W2301008,圣农食品（政和）有限公司,截止阀,STC 40 M STR-handwheel,01270231,件,0,#DIV/0!,0,,张孝闽,
2023/1/31,XR43W2301008,圣农食品（政和）有限公司,截止阀,STC 65 M STR-handwheel,01270220,件,0,#DIV/0!,0,,张孝闽,
2023/1/31,XR43W2301008,圣农食品（政和）有限公司,电缆线,YJV3×4.0+1×2.5(黄+绿+红+黄绿),03320064,米,0,#DIV/0!,0,,张孝闽,
2023/1/31,XR43W2301008,圣农食品（政和）有限公司,电磁阀线圈,018F6701,01140086,件,0,#DIV/0!,0,,张孝闽,
2023/1/31,XR43W2301008,圣农食品（政和）有限公司,伺服主阀整阀,ICS 1 65-65D,01310068,个,0,#DIV/0!,0,,张孝闽,
2023/1/31,XR43W2301008,圣农食品（政和）有限公司,直角式过滤器,FIA65-T-100目,01150265,件,0,#DIV/0!,0,,张孝闽,
2023/1/31,XR43W2301008,圣农食品（政和）有限公司,直通式过滤器,FIA65-Y-100目,01150150,件,0,#DIV/0!,0,,张孝闽,
2023/1/31,XR43W2301008,圣农食品（政和）有限公司,截止阀,STC 65 M STR-handwheel,01270220,件,0,#DIV/0!,0,,张孝闽,
2023/1/31,XR43W2301008,圣农食品（政和）有限公司,电缆线,"RVV3×1.5,2+PE(红+黑+黄绿)",03241101,米,0,#DIV/0!,0,,张孝闽,
2023/1/31,XR43W2301008,圣农食品（政和）有限公司,电缆线,YJV3×2.5+1×1.5（黄+绿+红+黄绿）,03320058,米,0,#DIV/0!,0,,张孝闽,
2023/2/1,XR43W2301007,福建圣农食品（浦城）有限公司,电磁阀线圈,018F6701,01140086,件,2,540,1080,1080,张孝闽,
2023/2/1,XR43W2301007,福建圣农食品（浦城）有限公司,电磁阀,ICF 20-2-121,01140396,件,2,500,1000,1000,张孝闽,
2023/2/1,XR43W2301007,福建圣农食品（浦城）有限公司,电磁导阀,EVM(NC),01310016,件,2,1000,2000,2000,张孝闽,
2023/2/1,XR43W2301007,福建圣农食品（浦城）有限公司,伺服主阀整阀,ICS 1 40-40D,01310063,件,2,4250,8500,8500,张孝闽,
2023/2/1,XR43W2301007,福建圣农食品（浦城）有限公司,直通式过滤器（AMG）-耗存,FIA40-Y-D-STR 100,01150422,个,1,1000,1000,1000,张孝闽,
2023/2/1,XR43W2301007,福建圣农食品（浦城）有限公司,截止阀,STC 40 M STR-handwheel,01270231,件,1,800,800,800,张孝闽,
2023/2/1,XR43W2301007,福建圣农食品（浦城）有限公司,截止阀,STC 65 M ANG-cap,01270653,件,0,#DIV/0!,0,,张孝闽,
2023/2/1,XR43W2301007,福建圣农食品（浦城）有限公司,截止阀,STC 65 M ANG-cap,01270653,件,1,1380,1380,1380,张孝闽,
2023/2/1,XR43W2301007,福建圣农食品（浦城）有限公司,电缆线,YJV3×4.0+1×2.5(黄+绿+红+黄绿),03320064,米,60,13.33333333,800,800,张孝闽,
2023/2/1,XR43W2301007,福建圣农食品（浦城）有限公司,电磁阀线圈,018F6701,01140086,件,2,300,600,600,张孝闽,
2023/2/1,XR43W2301007,福建圣农食品（浦城）有限公司,伺服主阀整阀,ICS 1 65-65D,01310068,个,0,#DIV/0!,0,,张孝闽,
2023/2/1,XR43W2301007,福建圣农食品（浦城）有限公司,直角式过滤器,FIA65-T-100目,01150265,件,1,1014.75,1014.75,1014.75,张孝闽,
2023/2/1,XR43W2301007,福建圣农食品（浦城）有限公司,直通式过滤器,FIA65-Y-100目,01150150,件,1,913.5,913.5,913.5,张孝闽,
2023/2/1,XR43W2301007,福建圣农食品（浦城）有限公司,电缆线,"RVV3×1.5,2+PE(红+黑+黄绿)",03241101,米,80,6,480,480,张孝闽,
2023/2/9,XR43M2302007,福建圣农发展股份有限公司,#7风机叶轮,配南通冰源1.5T速冻机风机风叶,0119031113,套,1,2700,2700,2700,张孝闽,
2023/2/9,XR43M2302007,福建圣农发展股份有限公司,#7风机支架,配南通冰源1.5T速冻机风机支架,0119031114,套,1,800,800,800,张孝闽,
2023/2/21,XR43M2302008,江西圣农食品有限公司,压缩机(Copeland),ZB114KQ-TFD-551,01010448,台,1,12000,12000,12000,张孝闽,
2023/2/23,XR43M2302010,江西圣农食品有限公司,油泵机械密封（VIKING）,AK4195    2-477-019-999-00,19022590,个,1,1500,1500,1500,张孝闽,
2023/2/23,XR43M2302009,福建圣农食品有限公司,油泵机械密封（VIKING）,AK4195    2-477-019-999-00,19022590,个,4,1500,6000,6000,张孝闽,
2023/2/23,XR43M2302011,圣农食品（政和）有限公司,油过滤器滤芯,GTY4161-NJ-XR,01160080,件,7,800,5600,5600,张孝闽,
2023/2/23,XR43M2302011,圣农食品（政和）有限公司,油过滤器滤芯,GTY4162-NJ-XR,01160081,件,8,800,6400,6400,张孝闽,
2023/2/24,XR43M2302012,福建圣农发展（浦城）有限公司,油分滤芯,XRCFET-650/810,01160013,件,5,2124,10620,10620,张孝闽,
2023/2/24,XR43M2302012,福建圣农发展（浦城）有限公司,容量位移传感器,SN-LDS-330-Cap-R(325),680514,个,2,5278.27,10556.54,10556.54,张孝闽,
2023/2/24,XR43M2302012,福建圣农发展（浦城）有限公司,容量位移传感器,280,680502,个,2,4726.06,9452.12,9452.12,张孝闽,
2023/2/24,XR43M2302012,福建圣农发展（浦城）有限公司,容量位移传感器,SN-LDS-280-Cap-R(275),680507,个,2,6435.67,12871.34,12871.34,张孝闽,
2023/2/28,XR43M2302013,福建圣农食品（浦城）有限公司,油过滤器滤芯,GTY4161-NJ-XR,01160080,件,10,800,8000,8000,张孝闽,
2023/3/6,XR43M2303014,福建圣农食品有限公司,油过滤器滤芯,GTY4161-NJ-XR,01160080,件,2,800,1600,1600,张孝闽,
2023/3/6,XR43M2303016,福建圣农食品有限公司,库板自喷漆,SN-BH-ZP （400ML/瓶） 白灰/牙白,0114010021,罐,48,63,3024,3024,张孝闽,
2023/3/6,XR43M2303015,福建圣农食品有限公司,SRMTEC冷冻油,S019 208L/桶,600677,升,1040,46,47840,47840,张孝闽,
2023/3/6,XR43M2303015,福建圣农食品有限公司,液位控制器（HANSEN）,LB3 R717 60",01190047,个,1,12000,12000,12000,张孝闽,
2023/3/10,XR43M2303017,福建圣农食品有限公司,油泵,GR20-80M-4,01020853,件,1,11700,11700,11700,张孝闽,
2023/3/10,XR43M2303018,福建圣农发展（浦城）有限公司,O形圈,174.3*3.1,692111,件,2,86.7,173.4,173.4,张孝闽,
2023/3/10,XR43M2303018,福建圣农发展（浦城）有限公司,O形圈,117.07*3.53,692772,件,1,11.48,11.48,11.48,张孝闽,
2023/3/10,XR43M2303018,福建圣农发展（浦城）有限公司,O形圈,98.02*3.53,692106,件,2,6.46,12.92,12.92,张孝闽,
2023/3/10,XR43M2303018,福建圣农发展（浦城）有限公司,O形圈,134.4*3.1,692032,个,2,20.4,40.8,40.8,张孝闽,
2023/3/10,XR43M2303018,福建圣农发展（浦城）有限公司,O形圈,94.84*3.53,692770,件,1,11.48,11.48,11.48,张孝闽,
2023/3/10,XR43M2303018,福建圣农发展（浦城）有限公司,轴封,LY-0125046,600501EB,件,1,19683.45,19683.45,19683.45,张孝闽,
2023/3/10,XR43M2303018,福建圣农发展（浦城）有限公司,轴封,LY-0126077,600502EB,件,1,22950,22950,22950,张孝闽,
2023/3/10,XR43M2303018,福建圣农发展（浦城）有限公司,骨架油封,BA_100*120*12,692034,个,1,308.55,308.55,308.55,张孝闽,
2023/3/10,XR43M2303018,福建圣农发展（浦城）有限公司,O形圈,75.79*3.53,692768,件,1,7.65,7.65,7.65,张孝闽,
2023/3/10,XR43M2303018,福建圣农发展（浦城）有限公司,O形圈,75.87*2.62,692033,个,1,5.1,5.1,5.1,张孝闽,
2023/3/16,XR43M2303019,福建圣农食品有限公司,液位控制器（HANSEN）,LB3 R717 60",01190047,个,1,12000,12000,12000,张孝闽,
2023/3/20,XR43W2302009,福建圣农食品有限公司,压缩机组,SAA2016LS-HALA,3200001434,台,1,267000,267000,267000,张孝闽,
2023/3/20,XR43W2302009,福建圣农食品有限公司,压缩机组,SAA2016LS-HDLA,3200001450,台,1,237000,237000,237000,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,O形圈,75.87*2.62,692033,个,1,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,双三角密封环,PDD301250,692018,个,2,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,密封垫,80*120*1.5,290021,个,2,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,角接触球轴承,7311 BECBM 55*120*29,615001,个,11,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,骨架油封,BA_100*120*12,692034,个,1,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,密封垫,169*203*1.5,290010,个,1,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,O形圈,419.3*5.7,692035,个,2,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,O形圈,119.4*3.1,692056,个,3,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,O形圈,113.66*5.33,692057,个,2,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,O形圈,109.4*3.1,692067,个,1,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,60°密封管螺纹内六角螺塞 NPT1/8",,615011,个,4,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,油管接头,,210025,个,1,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,圆柱滚子轴承,NU2212 ECML 60*110*28,615002,个,2,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,密封垫,200*300*1.5,290022,个,2,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,O形圈,259.3*5.7,692054,个,1,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,O形圈,104.4*3.1,692051,个,2,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,O形圈,56.82*2.62,692052,个,1,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,O形圈,199.3*5.7,692081,件,1,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,O形圈,339.3*5.7,692053,个,1,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,O形圈,319.3*5.7,692036,个,1,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,O形圈,134.4*3.1,692032,个,3,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,O形圈,11.5*1.5,692038,个,1,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,O形圈,6.07*1.63,692049,个,1,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,O形圈,184.3*3.1,692066,个,4,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,O形圈,79.5*2,692055,个,8,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,O形圈,12.37*2.62,692037,个,2,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,60°密封管螺纹内六角螺塞 NPT1/4",,615018,个,2,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,内六角圆柱头螺钉,M10*30,615006,个,2,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,O形圈,56*2,692065,个,2,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,圆柱滚子轴承,NU2311 ECML 55*120*43,615000,个,4,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,密封垫,43*75*1.5,290020,个,2,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,O形圈,44.04*3.53,692047,个,3,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,O形圈,35*3,692044,个,2,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,圆柱滚子轴承,NU2216 ECML 80*140*33,615049,个,2,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,轴封,LY-0125046,600501EB,件,1,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,杆密封环,RT0200400,692019,个,3,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,O形圈,399.3*5.7,692068,个,1,0,0,,张孝闽,
2023/3/21,XR43W2303009,江西圣农食品有限公司,O形圈,99.4*3.1,692058,个,1,0,0,,张孝闽,
2023/3/22,XR43M2303020,甘肃圣越农牧发展有限公司,鸭嘴阀,HB780WX-DN200,0119031231,件,3,3650,10950,10950,张孝闽,
2023/3/24,XR43M2303021,江西圣农食品有限公司,油过滤器滤芯,GTY4161-NJ-XR,01160080,件,2,800,1600,1600,张孝闽,
2023/3/31,XR43M2303022,福建圣农食品有限公司,触摸屏（海泰克）,X2BASE10-ADP,0119031192,个,1,7547,7547,7547,张孝闽,
2023/3/31,XR43M2303022,福建圣农食品有限公司,冰库门(带门框),1770×840×75,3534000128,个,1,2847,2847,2847,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,6.07*1.63,692049,个,1,1.5,1.5,1.5,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,叠片挠性联轴器,TD6-210-00E89,02080047,件,1,2000,2000,2000,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,油管接头,,210025,个,1,163.5,163.5,163.5,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,密封垫,141*175*1.5,290014,个,2,36,72,72,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,密封垫,169*203*1.5,290010,个,2,49.5,99,99,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,密封垫圈,6.7*10*1（爱之福）,692016,个,1,21,21,21,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,杆密封环,RT0200400,692019,个,1,453,453,453,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,双三角密封环,PDD301600,692046,个,1,2610,2610,2610,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,活塞导向环,GP6901600,692042,个,1,357,357,357,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,旋转格莱圈,TG4100350,692435,件,1,315,315,315,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,活塞导向环,GP6900350,692050,个,1,84,84,84,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,轴封,LY-0125046,600501EB,件,1,23157,23157,23157,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,圆柱滚子轴承,NU2216 ECML 80*140*33,615049,个,2,2547,5094,5094,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,角接触球轴承,7314 BECBM 70*150*35,615048,个,6,1729.5,10377,10377,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,圆柱滚子轴承,NU2314 ECML 70*150*51,615047,个,2,4788,9576,9576,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,骨架油封,BA_100*120*12,692034,个,1,363,363,363,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,6.07*1.63,692049,个,1,10.5,10.5,10.5,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,126.59*3.53,692048,个,1,21,21,21,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,44.04*3.53,692047,个,1,6,6,6,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,148.59*5.33,692045,个,1,25.5,25.5,25.5,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,35*3,692044,个,1,7.5,7.5,7.5,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,26.64*2.62,691238,件,1,4.5,4.5,4.5,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,154.3*3.1,692041,个,2,24,48,48,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,39.4*3.1,692040,个,1,7.5,7.5,7.5,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,94.5*2,692039,个,4,12,48,48,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,11.5*1.5,692038,个,1,12,12,12,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,12.37*2.62,692037,个,1,1.5,1.5,1.5,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,319.3*5.7,692036,个,1,177,177,177,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,419.3*5.7,692035,个,2,136.5,273,273,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,75.87*2.62,692033,个,1,6,6,6,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,134.4*3.1,692032,个,3,24,72,72,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,199.3*5.7,692081,件,1,52.5,52.5,52.5,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,内六角圆柱头螺钉,M8*30,615015,个,3,137.5,412.5,412.5,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,喷油嘴,7.9,210221,个,1,28235,28235,28235,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,内六角圆柱头螺钉,M8*25,615016,个,2,36,72,72,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,隔离套,,210225,个,1,171,171,171,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,油管接头,,210025,个,1,213,213,213,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,密封垫,141*175*1.5,290014,个,2,95,190,190,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,密封垫,273*312*1.5,290015,件,2,15869.25,31738.5,31738.5,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,密封垫,260*312*1.5,290019,个,2,495,990,990,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,密封垫 77*109*1.5,77*109*1.5,290013,件,2,10.5,21,21,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,轴封,LY-0126077,600502EB,件,1,1354.5,1354.5,1354.5,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,骨架油封,BA_125*150*12,692103,个,1,10377,10377,10377,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,密封垫圈,6.7*10*1（爱之福）,692016,个,1,5094,5094,5094,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,杆密封环,RT0200400,692019,个,3,3192,9576,9576,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,角接触球轴承,7314 BECBM 70*150*35,615048,个,6,1500,9000,9000,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,圆柱滚子轴承,NU2216 ECML 80*140*33,615049,个,2,2665.5,5331,5331,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,圆柱滚子轴承,NU2314 ECML 70*150*51,615047,个,2,4195.5,8391,8391,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,角接触球轴承,7220 BECBM 100*180*34,615109,件,5,1044,5220,5220,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,圆柱滚子轴承,NU220 ECML 100*180*34,615108,件,2,27,54,54,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,圆柱滚子轴承,NU2220 ECML 100*180*46,615096,件,2,12.75,25.5,25.5,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,双三角密封环,PDD301600,692046,个,2,136.5,273,273,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,468.76*6.98,692119,件,1,177,177,177,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,109.4*3.1,692067,个,1,6,6,6,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,419.3*5.7,692035,个,2,6,12,12,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,319.3*5.7,692036,个,1,231,231,231,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,75.87*2.62,692033,个,1,235.5,235.5,235.5,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,11.5*1.5,692038,个,1,0,0,,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,560*6,692113,件,1,480,480,480,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,575*6,692112,件,1,72,72,72,张孝闽,
2023/4/3,XR43W2304010,福建圣农发展（浦城）有限公司,O形圈,203*3,692118,件,4,12.75,51,51,张孝闽,
